text,label
คิดถึงนะ,0
ทำไม ไอ้เวร แบบนี้,1
วันนี้ ขอบคุณมาก,0
วันนี้ ทำงานเสร็จหรือยัง,0
ห่วยแตก จริงๆ,1
แม่ง มึงบ้า,1
โคตร โคตรห่วย เลย,1
ไปเที่ยวกัน,0
นี่มัน ห่วยแตก ชัดๆ,1
คิดว่า กำลังดูหนังอยู่,0
หวังว่า สู้ๆนะ,0
มึงนี่ มึงโง่,1
กำลังจะ ไปกินข้าวกันไหม,0
บัดซบ จริงๆ,1
กำลังจะ ขอให้โชคดี,0
ยินดีด้วย,0
ไอ้ควาย มาก,1
มึงนี่ โง่,1
ไอสัส ว่ะ,1
วันนี้เรียนเป็นไงบ้าง,0
อยากจะบอกว่า กินข้าวหรือยัง,0
ดูแลตัวเองด้วย มากเลย,0
นี่มัน ส้นตีน ชัดๆ,1
ไอ้เหี้ย มาก,1
นี่มัน โง่ ชัดๆ,1
หวังว่า กินข้าวหรือยัง,0
เลิกทำตัว ส้นตีน ได้แล้ว,1
เพื่อนบอกว่า กินข้าวหรือยัง,0
เหี้ย จริงๆ,1
ทำไม ควาย แบบนี้,1
ไปกินข้าวกันไหม,0
โคตร สัส เลย,1
ยินดีด้วย มากเลย,0
กำลังจะ เจอกันพรุ่งนี้,0
ส้นตีน จริงๆ,1
กำลังจะ ยินดีด้วย,0
สู้ๆนะ,0
คิดว่า ไปเที่ยวกัน,0
ไอ้บ้า ว่ะ,1
หวังว่า ดีใจที่ได้เจอ,0
แม่ง บัดซบ,1
ควาย มาก,1
สัส จริงๆ,1
เพื่อนบอกว่า เจอกันพรุ่งนี้,0
กำลังจะ คิดถึงนะ,0
เกมนี้สนุกมาก นะ,0
ไอ้บัดซบ จริงๆ,1
กินข้าวหรือยัง,0
แม่ง โคตรห่วย,1
ขอให้โชคดี,0
ควาย ชิบหาย,1
กำลังจะ สู้ๆนะ,0
โง่ จริงๆ,1
กำลังจะ ขอให้โชคดี,0
อยากจะบอกว่า ขอให้โชคดี,0
โคตรห่วย ว่ะ,1
หมาเอ้ย ชิบหาย,1
มึงนี่ ควาย,1
ทำไม มึงโง่ แบบนี้,1
แม่ง ไอ้บัดซบ,1
ไอ้เวร จริงๆ,1
ไอสัส ชิบหาย,1
แม่ง ไอ้บัดซบ,1
รู้สึกว่า สู้ๆนะ,0
คิดว่า ไปกินข้าวกันไหม,0
กินข้าวหรือยัง นะ,0
โคตร มึงโง่ เลย,1
แม่ง บัดซบ,1
วันนี้ เกมนี้สนุกมาก,0
ไอสัส ชิบหาย,1
ทำงานเสร็จหรือยัง นะ,0
นี่มัน ควาย ชัดๆ,1
คิดว่า ดูแลตัวเองด้วย,0
คิดว่า วันนี้เรียนเป็นไงบ้าง,0
เลิกทำตัว เวรเอ้ย ได้แล้ว,1
ไอ้ส้นตีน จริงๆ,1
เลิกทำตัว มึงบ้า ได้แล้ว,1
เหี้ย จริงๆ,1
กำลังจะ กินข้าวหรือยัง,0
หวังว่า ไปกินข้าวกันไหม,0
ห่วยแตก ชิบหาย,1
วันนี้ เป็นกำลังใจให้,0
นี่มัน ส้นตีน ชัดๆ,1
วันนี้ สวัสดีครับ,0
แม่ง มึงโง่,1
ทำไม มึงโง่ แบบนี้,1
เลิกทำตัว ไอ้บ้า ได้แล้ว,1
หวังว่า ทำงานเสร็จหรือยัง,0
วันนี้ ไปกินข้าวกันไหม,0
คิดว่า ทำงานเสร็จหรือยัง,0
คิดว่า ดูแลตัวเองด้วย,0
วันนี้เรียนเป็นไงบ้าง นะ,0
อยากจะบอกว่า ขอบคุณสำหรับความช่วยเหลือ,0
บัดซบ จริงๆ,1
กำลังดูหนังอยู่ นะ,0
วันนี้เรียนเป็นไงบ้าง,0
คิดถึงนะ มากเลย,0
รู้สึกว่า ขอบคุณสำหรับความช่วยเหลือ,0
ไอ้ส้นตีน ว่ะ,1
ทำไม ไอ้ควาย แบบนี้,1
หวังว่า วันนี้เรียนเป็นไงบ้าง,0
คิดว่า ขอให้โชคดี,0
เพื่อนบอกว่า สวัสดีครับ,0
หวังว่า ดีใจที่ได้เจอ,0
โคตรห่วย มาก,1
ไอ้ส้นตีน มาก,1
นี่มัน เวรเอ้ย ชัดๆ,1
หวังว่า คิดถึงนะ,0
สู้ๆนะ,0
ขอบคุณมาก นะ,0
เพื่อนบอกว่า พักผ่อนเยอะๆนะ,0
คิดว่า วันนี้อากาศดี,0
ขอบคุณสำหรับความช่วยเหลือ มากเลย,0
วันนี้ ยินดีด้วย,0
อยากจะบอกว่า กำลังดูหนังอยู่,0
เหี้ย จริงๆ,1
อยากจะบอกว่า วันนี้อากาศดี,0
หมาเอ้ย ว่ะ,1
คิดถึงนะ มากเลย,0
กำลังดูหนังอยู่ นะ,0
ไอ้ส้นตีน ชิบหาย,1
รู้สึกว่า สวัสดีครับ,0
วันนี้ ไปเที่ยวกัน,0
โคตร ไอ้เหี้ย เลย,1
พักผ่อนเยอะๆนะ,0
ดูแลตัวเองด้วย,0
บัดซบ ชิบหาย,1
อยากจะบอกว่า ขอบคุณมาก,0
ดูแลตัวเองด้วย,0
นี่มัน โคตรห่วย ชัดๆ,1
มึงนี่ บัดซบ,1
เหี้ย มาก,1
อยากจะบอกว่า ยินดีด้วย,0
หวังว่า เป็นกำลังใจให้,0
กำลังจะ ขอบคุณมาก,0
กำลังจะ ไปกินข้าวกันไหม,0
กำลังจะ สู้ๆนะ,0
ไอ้ควาย มาก,1
เลิกทำตัว สัส ได้แล้ว,1
ไอ้ส้นตีน มาก,1
ดีใจที่ได้เจอ,0
ขอบคุณมาก,0
โคตร ไอ้หมา เลย,1
เลิกทำตัว สัส ได้แล้ว,1
รู้สึกว่า เจอกันพรุ่งนี้,0
หวังว่า สวัสดีครับ,0
ไอ้ควาย มาก,1
เลิกทำตัว สัส ได้แล้ว,1
ไอ้ควาย ชิบหาย,1
หวังว่า ดูแลตัวเองด้วย,0
วันนี้ ขอบคุณมาก,0
เพื่อนบอกว่า ทำงานเสร็จหรือยัง,0
ไอ้ควาย ว่ะ,1
มึงโง่ ชิบหาย,1
เพื่อนบอกว่า ขอให้โชคดี,0
กำลังจะ วันนี้อากาศดี,0
แม่ง หมาเอ้ย,1
นี่มัน มึงบ้า ชัดๆ,1
เลิกทำตัว มึงโง่ ได้แล้ว,1
แม่ง เหี้ย,1
หวังว่า วันนี้อากาศดี,0
รู้สึกว่า สู้ๆนะ,0
สู้ๆนะ,0
หวังว่า เจอกันพรุ่งนี้,0
เพื่อนบอกว่า ขอบคุณสำหรับความช่วยเหลือ,0
แม่ง ไอ้หมา,1
คิดว่า วันนี้อากาศดี,0
เพื่อนบอกว่า ขอบคุณสำหรับความช่วยเหลือ,0
เหี้ย ชิบหาย,1
แม่ง ไอ้เวร,1
เลิกทำตัว มึงโง่ ได้แล้ว,1
ยินดีด้วย นะ,0
มึงนี่ ไอ้เวร,1
โคตร ห่วยแตก เลย,1
กำลังดูหนังอยู่ มากเลย,0
แม่ง ไอ้ส้นตีน,1
เวรเอ้ย มาก,1
สัส ชิบหาย,1
อยากจะบอกว่า ขอบคุณสำหรับความช่วยเหลือ,0
เพื่อนบอกว่า กำลังดูหนังอยู่,0
ไอ้หมา จริงๆ,1
เลิกทำตัว มึงบ้า ได้แล้ว,1
ทำงานเสร็จหรือยัง,0
มึงนี่ หมาเอ้ย,1
หวังว่า กำลังดูหนังอยู่,0
ดีใจที่ได้เจอ,0
พักผ่อนเยอะๆนะ นะ,0
แม่ง ห่วยแตก,1
เวรเอ้ย ว่ะ,1
ขอบคุณสำหรับความช่วยเหลือ นะ,0
ทำไม ไอ้บัดซบ แบบนี้,1
นี่มัน ไอ้บ้า ชัดๆ,1
มึงนี่ ไอ้ส้นตีน,1
หวังว่า สู้ๆนะ,0
วันนี้ คิดถึงนะ,0
วันนี้ เจอกันพรุ่งนี้,0
หวังว่า วันนี้เรียนเป็นไงบ้าง,0
นี่มัน โคตรห่วย ชัดๆ,1
มึงนี่ สัส,1
รู้สึกว่า วันนี้เรียนเป็นไงบ้าง,0
เกมนี้สนุกมาก นะ,0
ไอสัส ชิบหาย,1
มึงโง่ จริงๆ,1
ทำไม ไอ้บ้า แบบนี้,1
คิดว่า ดูแลตัวเองด้วย,0
มึงนี่ ไอสัส,1
ทำไม ไอ้เวร แบบนี้,1
รู้สึกว่า สวัสดีครับ,0
โคตร ไอ้บ้า เลย,1
รู้สึกว่า คิดถึงนะ,0
แม่ง เวรเอ้ย,1
ไอ้เวร ชิบหาย,1
ขอบคุณสำหรับความช่วยเหลือ นะ,0
อยากจะบอกว่า คิดถึงนะ,0
มึงนี่ ส้นตีน,1
ขอบคุณมาก มากเลย,0
เพื่อนบอกว่า เป็นกำลังใจให้,0
คิดว่า ทำงานเสร็จหรือยัง,0
โง่ ว่ะ,1
ห่วยแตก จริงๆ,1
ไปกินข้าวกันไหม นะ,0
อยากจะบอกว่า คิดถึงนะ,0
เลิกทำตัว ไอ้เหี้ย ได้แล้ว,1
แม่ง ไอ้บัดซบ,1
เจอกันพรุ่งนี้,0
โคตร ไอ้บัดซบ เลย,1
ไอ้ส้นตีน มาก,1
รู้สึกว่า วันนี้อากาศดี,0
คิดว่า ไปกินข้าวกันไหม,0
นี่มัน ห่วยแตก ชัดๆ,1
แม่ง ไอ้บัดซบ,1
สวัสดีครับ นะ,0
บัดซบ มาก,1
ห่วยแตก มาก,1
วันนี้ ทำงานเสร็จหรือยัง,0
เพื่อนบอกว่า ยินดีด้วย,0
ไอ้เหี้ย มาก,1
หวังว่า ขอให้โชคดี,0
เพื่อนบอกว่า เจอกันพรุ่งนี้,0
หวังว่า ทำงานเสร็จหรือยัง,0
โคตร ควาย เลย,1
นี่มัน โง่ ชัดๆ,1
เลิกทำตัว มึงโง่ ได้แล้ว,1
วันนี้ สู้ๆนะ,0
อยากจะบอกว่า กินข้าวหรือยัง,0
คิดว่า กินข้าวหรือยัง,0
กำลังจะ ทำงานเสร็จหรือยัง,0
ดีใจที่ได้เจอ,0
ทำไม ไอ้ส้นตีน แบบนี้,1
รู้สึกว่า ยินดีด้วย,0
มึงนี่ มึงโง่,1
หวังว่า ขอให้โชคดี,0
เหี้ย จริงๆ,1
คิดถึงนะ นะ,0
นี่มัน ไอ้บัดซบ ชัดๆ,1
โคตร ไอสัส เลย,1
โคตร ส้นตีน เลย,1
นี่มัน ไอ้เหี้ย ชัดๆ,1
ขอบคุณมาก มากเลย,0
นี่มัน สัส ชัดๆ,1
เกมนี้สนุกมาก นะ,0
ทำไม มึงบ้า แบบนี้,1
แม่ง ไอ้บ้า,1
โคตร ไอ้บัดซบ เลย,1
กำลังจะ ขอบคุณมาก,0
เป็นกำลังใจให้,0
โคตร เวรเอ้ย เลย,1
มึงนี่ ส้นตีน,1
อยากจะบอกว่า ขอให้โชคดี,0
คิดว่า ไปกินข้าวกันไหม,0
คิดว่า ไปกินข้าวกันไหม,0
ไอ้บ้า ชิบหาย,1
เพื่อนบอกว่า ขอบคุณสำหรับความช่วยเหลือ,0
แม่ง ส้นตีน,1
รู้สึกว่า ทำงานเสร็จหรือยัง,0
มึงนี่ ไอ้หมา,1
หวังว่า กินข้าวหรือยัง,0
แม่ง ไอ้เหี้ย,1
หวังว่า เจอกันพรุ่งนี้,0
ไปกินข้าวกันไหม นะ,0
เพื่อนบอกว่า วันนี้เรียนเป็นไงบ้าง,0
ส้นตีน ชิบหาย,1
อยากจะบอกว่า เกมนี้สนุกมาก,0
โคตร โคตรห่วย เลย,1
รู้สึกว่า ขอบคุณสำหรับความช่วยเหลือ,0
นี่มัน บัดซบ ชัดๆ,1
คิดถึงนะ มากเลย,0
ควาย จริงๆ,1
มึงนี่ ไอ้หมา,1
โคตร ส้นตีน เลย,1
สัส จริงๆ,1
เพื่อนบอกว่า คิดถึงนะ,0
นี่มัน ห่วยแตก ชัดๆ,1
เลิกทำตัว มึงบ้า ได้แล้ว,1
ไอ้บัดซบ จริงๆ,1
วันนี้ ไปเที่ยวกัน,0
สู้ๆนะ มากเลย,0
นี่มัน มึงโง่ ชัดๆ,1
โคตร สัส เลย,1
ไอ้ส้นตีน จริงๆ,1
ขอบคุณมาก,0
วันนี้ พักผ่อนเยอะๆนะ,0
กำลังจะ เกมนี้สนุกมาก,0
รู้สึกว่า ทำงานเสร็จหรือยัง,0
โคตรห่วย มาก,1
กำลังดูหนังอยู่ มากเลย,0
นี่มัน มึงบ้า ชัดๆ,1
อยากจะบอกว่า สู้ๆนะ,0
วันนี้ คิดถึงนะ,0
ดีใจที่ได้เจอ นะ,0
หวังว่า ทำงานเสร็จหรือยัง,0
รู้สึกว่า ขอบคุณมาก,0
อยากจะบอกว่า ดูแลตัวเองด้วย,0
เพื่อนบอกว่า พักผ่อนเยอะๆนะ,0
แม่ง เหี้ย,1
ไอ้ควาย ชิบหาย,1
กำลังจะ วันนี้เรียนเป็นไงบ้าง,0
ไปเที่ยวกัน,0
นี่มัน บัดซบ ชัดๆ,1
ดีใจที่ได้เจอ มากเลย,0
ทำงานเสร็จหรือยัง,0
รู้สึกว่า กินข้าวหรือยัง,0
รู้สึกว่า สวัสดีครับ,0
รู้สึกว่า พักผ่อนเยอะๆนะ,0
กำลังจะ ขอบคุณสำหรับความช่วยเหลือ,0
โง่ ว่ะ,1
กำลังจะ ไปกินข้าวกันไหม,0
นี่มัน ไอ้เวร ชัดๆ,1
มึงนี่ ส้นตีน,1
คิดถึงนะ,0
รู้สึกว่า กินข้าวหรือยัง,0
เลิกทำตัว ควาย ได้แล้ว,1
ขอบคุณสำหรับความช่วยเหลือ นะ,0
วันนี้ ขอบคุณสำหรับความช่วยเหลือ,0
เหี้ย มาก,1
กำลังจะ ดีใจที่ได้เจอ,0
มึงนี่ เหี้ย,1
แม่ง สัส,1
กำลังจะ สู้ๆนะ,0
ไอ้ส้นตีน จริงๆ,1
อยากจะบอกว่า เป็นกำลังใจให้,0
วันนี้ พักผ่อนเยอะๆนะ,0
เลิกทำตัว โคตรห่วย ได้แล้ว,1
กินข้าวหรือยัง มากเลย,0
ไอ้บ้า จริงๆ,1
กำลังจะ เกมนี้สนุกมาก,0
ทำไม ห่วยแตก แบบนี้,1
กำลังดูหนังอยู่ มากเลย,0
วันนี้อากาศดี นะ,0
ทำไม หมาเอ้ย แบบนี้,1
ห่วยแตก ชิบหาย,1
หวังว่า คิดถึงนะ,0
แม่ง ไอ้ส้นตีน,1
หมาเอ้ย มาก,1
นี่มัน ไอ้ส้นตีน ชัดๆ,1
รู้สึกว่า ขอบคุณมาก,0
โคตร ไอ้บัดซบ เลย,1
ทำไม เหี้ย แบบนี้,1
รู้สึกว่า วันนี้เรียนเป็นไงบ้าง,0
รู้สึกว่า ไปเที่ยวกัน,0
มึงนี่ โง่,1
อยากจะบอกว่า เกมนี้สนุกมาก,0
มึงนี่ ห่วยแตก,1
ไอ้ส้นตีน ว่ะ,1
ไปกินข้าวกันไหม มากเลย,0
วันนี้ เป็นกำลังใจให้,0
มึงนี่ ควาย,1
เหี้ย ว่ะ,1
มึงนี่ ไอ้หมา,1
ส้นตีน ว่ะ,1
กำลังจะ ดูแลตัวเองด้วย,0
คิดว่า สู้ๆนะ,0
ดีใจที่ได้เจอ นะ,0
มึงนี่ ไอ้เหี้ย,1
รู้สึกว่า ไปกินข้าวกันไหม,0
ไอ้เวร ชิบหาย,1
เลิกทำตัว ส้นตีน ได้แล้ว,1
คิดว่า คิดถึงนะ,0
วันนี้ ดีใจที่ได้เจอ,0
กำลังดูหนังอยู่ นะ,0
ทำไม ไอ้ควาย แบบนี้,1
แม่ง เหี้ย,1
ไอ้ควาย ว่ะ,1
มึงนี่ ส้นตีน,1
วันนี้ ขอให้โชคดี,0
เลิกทำตัว บัดซบ ได้แล้ว,1
วันนี้เรียนเป็นไงบ้าง,0
รู้สึกว่า ขอบคุณมาก,0
ทำงานเสร็จหรือยัง มากเลย,0
เลิกทำตัว สัส ได้แล้ว,1
คิดว่า ไปเที่ยวกัน,0
นี่มัน ห่วยแตก ชัดๆ,1
แม่ง ไอ้บัดซบ,1
โคตร ห่วยแตก เลย,1
ทำงานเสร็จหรือยัง นะ,0
หวังว่า ทำงานเสร็จหรือยัง,0
มึงนี่ มึงบ้า,1
มึงนี่ ไอ้บ้า,1
ไอ้หมา ว่ะ,1
กำลังจะ วันนี้อากาศดี,0
ส้นตีน จริงๆ,1
แม่ง เวรเอ้ย,1
คิดว่า วันนี้อากาศดี,0
โคตร ห่วยแตก เลย,1
แม่ง ไอ้บัดซบ,1
มึงนี่ ไอ้บ้า,1
ไอ้ควาย จริงๆ,1
คิดว่า ดีใจที่ได้เจอ,0
ยินดีด้วย,0
ทำไม หมาเอ้ย แบบนี้,1
นี่มัน ห่วยแตก ชัดๆ,1
ควาย มาก,1
มึงโง่ ชิบหาย,1
ทำไม บัดซบ แบบนี้,1
ไปเที่ยวกัน,0
หวังว่า ไปเที่ยวกัน,0
วันนี้อากาศดี มากเลย,0
คิดว่า เกมนี้สนุกมาก,0
ไปกินข้าวกันไหม มากเลย,0
สวัสดีครับ นะ,0
เวรเอ้ย จริงๆ,1
เพื่อนบอกว่า ขอบคุณมาก,0
รู้สึกว่า วันนี้เรียนเป็นไงบ้าง,0
อยากจะบอกว่า วันนี้อากาศดี,0
โคตรห่วย จริงๆ,1
ไปเที่ยวกัน มากเลย,0
หวังว่า ดีใจที่ได้เจอ,0
หวังว่า ขอบคุณมาก,0
วันนี้ คิดถึงนะ,0
โคตรห่วย ชิบหาย,1
โคตรห่วย ชิบหาย,1
โคตร ไอ้บัดซบ เลย,1
แม่ง เหี้ย,1
กำลังดูหนังอยู่ มากเลย,0
เลิกทำตัว ควาย ได้แล้ว,1
ทำไม ไอ้บัดซบ แบบนี้,1
หวังว่า ทำงานเสร็จหรือยัง,0
เลิกทำตัว เวรเอ้ย ได้แล้ว,1
ไอ้หมา ชิบหาย,1
เลิกทำตัว ไอ้เหี้ย ได้แล้ว,1
ควาย จริงๆ,1
เลิกทำตัว ไอ้ควาย ได้แล้ว,1
ทำไม ไอ้บัดซบ แบบนี้,1
อยากจะบอกว่า ขอให้โชคดี,0
โคตร โคตรห่วย เลย,1
กำลังดูหนังอยู่,0
ไอ้เหี้ย จริงๆ,1
กำลังจะ ทำงานเสร็จหรือยัง,0
มึงโง่ ชิบหาย,1
เพื่อนบอกว่า สวัสดีครับ,0
ทำไม เวรเอ้ย แบบนี้,1
พักผ่อนเยอะๆนะ นะ,0
วันนี้ วันนี้เรียนเป็นไงบ้าง,0
กำลังจะ ยินดีด้วย,0
กำลังจะ ยินดีด้วย,0
เลิกทำตัว ไอสัส ได้แล้ว,1
หวังว่า ขอให้โชคดี,0
ทำไม โง่ แบบนี้,1
ทำไม โง่ แบบนี้,1
ไอ้เวร ว่ะ,1
วันนี้ ขอให้โชคดี,0
วันนี้ ขอให้โชคดี,0
หวังว่า ไปกินข้าวกันไหม,0
วันนี้ ขอบคุณมาก,0
อยากจะบอกว่า กินข้าวหรือยัง,0
หวังว่า ขอบคุณสำหรับความช่วยเหลือ,0
โง่ จริงๆ,1
วันนี้ ขอบคุณสำหรับความช่วยเหลือ,0
โคตร หมาเอ้ย เลย,1
อยากจะบอกว่า ทำงานเสร็จหรือยัง,0
เลิกทำตัว ควาย ได้แล้ว,1
ควาย มาก,1
โคตร เวรเอ้ย เลย,1
ไอ้บัดซบ ว่ะ,1
อยากจะบอกว่า วันนี้เรียนเป็นไงบ้าง,0
หวังว่า ขอบคุณสำหรับความช่วยเหลือ,0
ขอให้โชคดี นะ,0
ขอให้โชคดี,0
เลิกทำตัว ไอ้บ้า ได้แล้ว,1
กำลังจะ สวัสดีครับ,0
สวัสดีครับ,0
เวรเอ้ย ว่ะ,1
แม่ง ไอ้ส้นตีน,1
โคตร ไอ้หมา เลย,1
เพื่อนบอกว่า ขอบคุณสำหรับความช่วยเหลือ,0
เวรเอ้ย ว่ะ,1
โคตร ส้นตีน เลย,1
ควาย จริงๆ,1
หวังว่า ดีใจที่ได้เจอ,0
ทำไม หมาเอ้ย แบบนี้,1
เพื่อนบอกว่า พักผ่อนเยอะๆนะ,0
วันนี้ เป็นกำลังใจให้,0
ไปกินข้าวกันไหม,0
เลิกทำตัว ส้นตีน ได้แล้ว,1
ไอสัส จริงๆ,1
เพื่อนบอกว่า กำลังดูหนังอยู่,0
กำลังจะ ไปเที่ยวกัน,0
แม่ง ไอสัส,1
มึงนี่ สัส,1
แม่ง ไอ้บ้า,1
ส้นตีน จริงๆ,1
ขอบคุณมาก มากเลย,0
ไอสัส ว่ะ,1
เลิกทำตัว ไอ้ส้นตีน ได้แล้ว,1
กำลังจะ วันนี้เรียนเป็นไงบ้าง,0
แม่ง โคตรห่วย,1
วันนี้ สู้ๆนะ,0
โคตร ไอ้เวร เลย,1
กำลังจะ วันนี้อากาศดี,0
อยากจะบอกว่า กำลังดูหนังอยู่,0
เลิกทำตัว เวรเอ้ย ได้แล้ว,1
คิดว่า ขอบคุณสำหรับความช่วยเหลือ,0
โง่ ว่ะ,1
หวังว่า ดูแลตัวเองด้วย,0
พักผ่อนเยอะๆนะ นะ,0
พักผ่อนเยอะๆนะ,0
กำลังจะ สู้ๆนะ,0
นี่มัน ไอ้เวร ชัดๆ,1
กำลังจะ เป็นกำลังใจให้,0
คิดว่า วันนี้เรียนเป็นไงบ้าง,0
ดีใจที่ได้เจอ นะ,0
เลิกทำตัว เหี้ย ได้แล้ว,1
มึงโง่ ชิบหาย,1
หวังว่า กินข้าวหรือยัง,0
โคตร โง่ เลย,1
สู้ๆนะ มากเลย,0
ไอสัส จริงๆ,1
มึงนี่ บัดซบ,1
วันนี้อากาศดี มากเลย,0
โคตร ไอ้ส้นตีน เลย,1
หวังว่า สู้ๆนะ,0
หวังว่า พักผ่อนเยอะๆนะ,0
รู้สึกว่า ดีใจที่ได้เจอ,0
นี่มัน ไอ้บ้า ชัดๆ,1
หวังว่า เกมนี้สนุกมาก,0
เพื่อนบอกว่า พักผ่อนเยอะๆนะ,0
กำลังจะ เป็นกำลังใจให้,0
พักผ่อนเยอะๆนะ,0
คิดว่า สวัสดีครับ,0
วันนี้อากาศดี,0
รู้สึกว่า ดีใจที่ได้เจอ,0
วันนี้ ขอบคุณมาก,0
ไอ้หมา ชิบหาย,1
โคตรห่วย มาก,1
วันนี้ วันนี้เรียนเป็นไงบ้าง,0
อยากจะบอกว่า กำลังดูหนังอยู่,0
เพื่อนบอกว่า ยินดีด้วย,0
ไอ้บัดซบ ชิบหาย,1
ไอ้บัดซบ ว่ะ,1
ไอ้เวร ว่ะ,1
นี่มัน ส้นตีน ชัดๆ,1
โง่ จริงๆ,1
ไอ้เวร ชิบหาย,1
กำลังจะ ไปเที่ยวกัน,0
เพื่อนบอกว่า กินข้าวหรือยัง,0
นี่มัน ไอ้เวร ชัดๆ,1
วันนี้ ยินดีด้วย,0
โคตร ไอ้เหี้ย เลย,1
หวังว่า ขอบคุณมาก,0
ไอ้บ้า จริงๆ,1
มึงบ้า ว่ะ,1
ส้นตีน ชิบหาย,1
หวังว่า เจอกันพรุ่งนี้,0
เพื่อนบอกว่า พักผ่อนเยอะๆนะ,0
วันนี้ ยินดีด้วย,0
กำลังจะ เจอกันพรุ่งนี้,0
หวังว่า ทำงานเสร็จหรือยัง,0
ดูแลตัวเองด้วย นะ,0
มึงนี่ ไอ้ส้นตีน,1
อยากจะบอกว่า ยินดีด้วย,0
วันนี้ ดีใจที่ได้เจอ,0
พักผ่อนเยอะๆนะ นะ,0
ยินดีด้วย มากเลย,0
คิดว่า กินข้าวหรือยัง,0
มึงนี่ เวรเอ้ย,1
มึงนี่ เวรเอ้ย,1
ทำไม ไอสัส แบบนี้,1
มึงโง่ ว่ะ,1
รู้สึกว่า เจอกันพรุ่งนี้,0
โคตร โคตรห่วย เลย,1
ยินดีด้วย นะ,0
ไปเที่ยวกัน มากเลย,0
โคตร เวรเอ้ย เลย,1
แม่ง เวรเอ้ย,1
หวังว่า ทำงานเสร็จหรือยัง,0
ดูแลตัวเองด้วย นะ,0
กำลังจะ ไปเที่ยวกัน,0
ไอ้ควาย ชิบหาย,1
ควาย ชิบหาย,1
คิดว่า วันนี้อากาศดี,0
เลิกทำตัว มึงโง่ ได้แล้ว,1
ทำไม โคตรห่วย แบบนี้,1
ขอบคุณมาก มากเลย,0
นี่มัน สัส ชัดๆ,1
แม่ง บัดซบ,1
กำลังจะ ดีใจที่ได้เจอ,0
เจอกันพรุ่งนี้,0
เลิกทำตัว ไอ้ส้นตีน ได้แล้ว,1
มึงนี่ ห่วยแตก,1
โคตร ไอ้บัดซบ เลย,1
เจอกันพรุ่งนี้ มากเลย,0
หวังว่า วันนี้อากาศดี,0
เป็นกำลังใจให้,0
มึงนี่ ไอ้หมา,1
นี่มัน เหี้ย ชัดๆ,1
ทำไม ไอ้บัดซบ แบบนี้,1
โคตร ไอ้บ้า เลย,1
กำลังจะ วันนี้อากาศดี,0
อยากจะบอกว่า ยินดีด้วย,0
นี่มัน ไอ้บ้า ชัดๆ,1
ยินดีด้วย นะ,0
กำลังจะ คิดถึงนะ,0
ไอ้หมา ชิบหาย,1
วันนี้ ขอให้โชคดี,0
โคตร ไอ้เหี้ย เลย,1
ทำไม ไอ้ส้นตีน แบบนี้,1
เป็นกำลังใจให้ มากเลย,0
กำลังจะ ไปกินข้าวกันไหม,0
สู้ๆนะ มากเลย,0
มึงนี่ ห่วยแตก,1
มึงนี่ ไอ้เหี้ย,1
มึงนี่ มึงบ้า,1
เกมนี้สนุกมาก นะ,0
ไปกินข้าวกันไหม มากเลย,0
ทำไม บัดซบ แบบนี้,1
ขอบคุณสำหรับความช่วยเหลือ มากเลย,0
กำลังจะ ดูแลตัวเองด้วย,0
เพื่อนบอกว่า ดูแลตัวเองด้วย,0
หวังว่า วันนี้เรียนเป็นไงบ้าง,0
แม่ง หมาเอ้ย,1
โคตร มึงบ้า เลย,1
ทำไม ไอสัส แบบนี้,1
วันนี้ กำลังดูหนังอยู่,0
นี่มัน ไอ้บ้า ชัดๆ,1
ไอสัส จริงๆ,1
คิดว่า ดูแลตัวเองด้วย,0
เลิกทำตัว หมาเอ้ย ได้แล้ว,1
กำลังจะ ดีใจที่ได้เจอ,0
โง่ ชิบหาย,1
ไปกินข้าวกันไหม มากเลย,0
อยากจะบอกว่า สวัสดีครับ,0
ไปกินข้าวกันไหม,0
เพื่อนบอกว่า วันนี้อากาศดี,0
เลิกทำตัว เวรเอ้ย ได้แล้ว,1
วันนี้ สวัสดีครับ,0
รู้สึกว่า เกมนี้สนุกมาก,0
กำลังจะ เป็นกำลังใจให้,0
อยากจะบอกว่า เจอกันพรุ่งนี้,0
เลิกทำตัว ไอสัส ได้แล้ว,1
ส้นตีน จริงๆ,1
เวรเอ้ย มาก,1
เป็นกำลังใจให้ นะ,0
กำลังจะ ขอให้โชคดี,0
ขอบคุณสำหรับความช่วยเหลือ,0
หวังว่า ไปกินข้าวกันไหม,0
คิดว่า ไปเที่ยวกัน,0
เวรเอ้ย จริงๆ,1
สวัสดีครับ นะ,0
ขอบคุณมาก,0
สู้ๆนะ นะ,0
เพื่อนบอกว่า สู้ๆนะ,0
ไอสัส จริงๆ,1
แม่ง ควาย,1
มึงนี่ เหี้ย,1
กำลังจะ วันนี้อากาศดี,0
เลิกทำตัว สัส ได้แล้ว,1
แม่ง ไอ้หมา,1
หวังว่า สู้ๆนะ,0
รู้สึกว่า ทำงานเสร็จหรือยัง,0
เพื่อนบอกว่า ขอบคุณมาก,0
มึงนี่ สัส,1
แม่ง ไอสัส,1
อยากจะบอกว่า ขอบคุณสำหรับความช่วยเหลือ,0
ยินดีด้วย,0
เหี้ย จริงๆ,1
โคตร บัดซบ เลย,1
เลิกทำตัว เหี้ย ได้แล้ว,1
